Customer ID,Product ID,Product Category,Purchase Amount,Purchase Date
8f813f7f-7d5b-4922-9f09-3444821aaafe,99be2a80-635b-4176-b926-78aee39fd1fe,Electronics,13.72,2024-03-29
14c79252-5af1-41ca-8ddd-5cf51abeef8d,2b571f32-c70c-4e01-9149-08803b955ede,Home & Kitchen,238.72,2024-02-12
5b2c2a49-c11b-4d35-86c9-8fae54990dab,52bfdbe5-5524-4c87-aae1-3695ed60c3a9,Books,72.38,2024-10-10
8bac891b-c9cb-4dcb-a46c-4f2dee64bb19,2f89966f-c029-4bf8-93a9-7ae18adafb9d,Sports,294.33,2024-09-08
838e1a76-8b6b-4359-8fd3-8b44eab947e2,3a0d940e-c49b-4ced-b86d-0f2a96b74925,Electronics,316.59,2024-06-06
80e09c09-cb6a-415a-995f-a70d1a8f9f4f,7510a348-0fad-4af1-b3fa-5758c42d1ee6,Clothing,71.53,2024-10-05
c57d4360-a1a6-43e2-ae25-5aa8a839876f,7510a348-0fad-4af1-b3fa-5758c42d1ee6,Electronics,209.14,2024-02-29
abb7edf2-7a61-474a-a7bf-f3c02cc9a168,0fdeccf0-2bff-4024-9619-54d5086e5a0c,Electronics,85.31,2024-07-20
cae6dd7e-df93-4082-8374-9449d616dbbb,1f26d94d-54e2-46d6-a889-c32490871fa2,Clothing,464.45,2024-04-11
86aabda1-3255-4a99-8545-351dc5ff1af2,52a63dea-bb84-442d-88dd-35a05918dab0,Books,51.82,2024-01-09
8abf050c-0e92-4761-b9e3-884b36ed0fb8,5640b73f-58af-4a21-bb13-d3f3ab2c1e04,Books,290.46,2024-01-02
2f3b896f-e0b6-4ece-9e18-c04c04a44fab,52bfdbe5-5524-4c87-aae1-3695ed60c3a9,Home & Kitchen,48.22,2024-11-11
4283b8f3-d8bd-45ee-98fb-1caa6f5c733f,1f26d94d-54e2-46d6-a889-c32490871fa2,Sports,310.33,2024-08-28
c32e8fad-44a9-4cc1-95fd-faf31815205f,0b6450bc-ae9f-4389-8637-63ceeabc238c,Electronics,234.18,2024-12-16
ce02e898-49bd-41ac-a33a-14410d4e4db7,2b571f32-c70c-4e01-9149-08803b955ede,Books,69.95,2024-09-06
43823e61-877f-41c5-8b82-12b18f66c5f8,d30edf8c-c28a-4f5e-b035-45b5f39fd176,Home & Kitchen,171.86,2024-04-11
eb59780f-78f5-44e1-ac14-d1ac4b0c1285,e16a4b42-4895-43c2-a848-08cf7d7e3925,Electronics,85.84,2024-01-10
44201f19-f559-4796-897b-29ada8a22d91,5640b73f-58af-4a21-bb13-d3f3ab2c1e04,Clothing,215.56,2024-06-19
2483aef7-bd81-4771-8d6f-486202e2f972,bc71dd08-1b9b-41ec-9ff4-998bf09d83c8,Sports,499.55,2024-05-26
fd569db4-77f4-4f04-8320-60b37bf918f2,52bfdbe5-5524-4c87-aae1-3695ed60c3a9,Home & Kitchen,491.26,2024-11-02
b398b582-2e2a-417f-87e1-f14d2c190859,90e61ee8-ab18-43e8-9b53-ff43d24f71cb,Home & Kitchen,196.5,2024-10-31
bd347ce3-fb21-4448-af6c-5540d8a2dd72,7f9066ba-de0f-4b28-912e-0b26177c3ade,Clothing,332.17,2024-09-09
ae4679da-4508-438c-9202-4e3b4d80d38a,4ef50341-3974-4352-b13f-859c2a809e7d,Books,417.4,2024-08-17
cfc4ae8f-a53e-4deb-86d6-8aa9b0369888,6be16d0a-ff1c-4add-a609-8210882999a6,Home & Kitchen,52.58,2024-05-01
215ea799-0f6e-478b-882a-c2c82e99441c,5fab6f16-debf-47b9-b3ca-b61d6d167bdb,Electronics,366.31,2024-04-29
36df6738-c71f-4dd7-a48f-558e1aa9a332,28a48ebe-4331-4d44-a037-a2014c921d09,Home & Kitchen,333.53,2024-05-30
92d1fc5a-11c3-43d5-8ab5-340675d84a62,c454e0cb-1d17-4d9a-920f-ac1f0ebc124e,Home & Kitchen,155.55,2024-07-05
a1eb80b4-38b2-478a-8a32-97ea9fcf8260,5f289c96-99a1-47b6-8d71-15c4af41f0e0,Sports,272.03,2024-08-16
772c2ce6-65dc-4ced-af01-7ff868197760,f3a83d73-8a70-4a30-9865-81f02d9c7120,Clothing,393.22,2024-09-21
5068ef10-b8f8-43bc-a803-48d677f276e6,56e20e5e-965f-4789-97a3-20e8e60e6a7e,Books,37.91,2024-03-25
f30a88d9-2130-4eba-898e-fd56a0871cb7,1f26d94d-54e2-46d6-a889-c32490871fa2,Sports,156.24,2024-01-12
0a183423-6558-42cc-9fa1-d625a36cbf0c,5640b73f-58af-4a21-bb13-d3f3ab2c1e04,Clothing,303.0,2024-05-25
64142251-ecf2-465f-9069-154c42ce9bdc,5fab6f16-debf-47b9-b3ca-b61d6d167bdb,Sports,437.93,2024-02-21
44316756-f846-4931-ad31-be179876f959,28a48ebe-4331-4d44-a037-a2014c921d09,Books,13.71,2024-11-19
c1de38b2-493e-4156-9c10-158e65c38b02,05a63737-8150-4a1a-86b8-25cab932f3e0,Home & Kitchen,481.23,2024-05-09
5810f0f9-21ef-4d42-9301-fcd5a7f672cf,f3a83d73-8a70-4a30-9865-81f02d9c7120,Sports,425.42,2024-06-17
d48f1aa7-3153-4e9d-b8fb-9aea9e44092f,6be16d0a-ff1c-4add-a609-8210882999a6,Clothing,446.12,2024-09-16
92d1fc5a-11c3-43d5-8ab5-340675d84a62,29edb895-1906-41d0-9578-bee715cad467,Home & Kitchen,438.08,2024-08-11
8536cea6-5d32-4fc6-a239-1f6ec937c197,25492421-1b96-4fa1-8a36-0bb879ac1cb4,Sports,20.26,2024-10-08
8b82ee17-cc12-40d0-8fd3-414d14c990cb,7510a348-0fad-4af1-b3fa-5758c42d1ee6,Clothing,210.61,2024-04-08
152ab819-6d55-486c-b622-8e67d0de7906,f40e2cb7-cd10-42c3-9737-597b8c26202b,Sports,65.89,2024-10-11
452a6b9a-4636-4992-b735-707e9f456728,f3a83d73-8a70-4a30-9865-81f02d9c7120,Home & Kitchen,391.73,2024-11-03
1dda8177-5477-409e-ae22-d03fc16b7884,daa492fe-8fbc-4193-8fae-e0abfb767007,Home & Kitchen,304.17,2024-01-11
38ba43c7-a5f0-4c39-8190-b5c0b5620ef3,7510a348-0fad-4af1-b3fa-5758c42d1ee6,Electronics,39.87,2024-08-11
5068ef10-b8f8-43bc-a803-48d677f276e6,27c4e1dd-1637-41f9-b069-dfe346e50bb9,Clothing,363.24,2024-09-13
ad98881b-8ce8-4190-a309-ce066bfdb70d,eeb29bad-de14-4d70-8a24-acf7bb263b86,Home & Kitchen,284.5,2024-04-02
4fbdf0ee-3d73-498f-9de2-1e8101e57b3d,22ed857e-1ab3-4361-ac92-00cf4148f02c,Home & Kitchen,400.24,2024-09-01
1a4b6b26-e1ab-4e42-b11c-0771572794e5,8819fe35-a3d9-4524-b456-346cfa8cecc5,Books,293.26,2024-07-11
93fc4b7e-b481-4f2b-b945-f05bdbe28ff5,99be2a80-635b-4176-b926-78aee39fd1fe,Home & Kitchen,398.67,2024-07-09
308c0223-be4d-42a0-ae14-010852d5e22e,8efb4957-f3d2-4ebd-9179-d2a588d90812,Sports,190.67,2024-11-02
64142251-ecf2-465f-9069-154c42ce9bdc,56e20e5e-965f-4789-97a3-20e8e60e6a7e,Sports,251.3,2024-11-29
bc7345e5-d833-494d-9a0c-76a4df8314a3,6be16d0a-ff1c-4add-a609-8210882999a6,Home & Kitchen,229.04,2024-06-29
19a189e5-5a25-4dbc-9e98-75eb87d748c2,d95cd17e-35da-479e-bb5c-94669240a006,Books,43.1,2024-05-10
3b418f92-315b-4190-bd57-e4f41b66d50f,29edb895-1906-41d0-9578-bee715cad467,Sports,218.74,2024-01-12
2485a5d7-461f-45be-8c21-df933d35bf99,8efb4957-f3d2-4ebd-9179-d2a588d90812,Electronics,381.64,2024-09-08
001d6a92-664e-4a6d-94dd-dea5a30fbb4e,eeb29bad-de14-4d70-8a24-acf7bb263b86,Books,128.87,2024-12-12
5e0caef6-fdc1-4bd7-b8c0-795a582aa44f,99be2a80-635b-4176-b926-78aee39fd1fe,Sports,195.35,2024-03-22
9335e9f7-82af-46a7-b83e-f0cb2e06072a,bc71dd08-1b9b-41ec-9ff4-998bf09d83c8,Sports,211.13,2024-02-14
6930247d-5556-41e7-b257-222cfe50cb93,61fc66d5-0149-4777-aaee-a1758796798b,Home & Kitchen,224.79,2024-07-17
5610134b-99d0-46fd-8a16-9c94137d6871,81dd7bc9-a1ac-430d-a8ca-61bd69bad1d6,Clothing,121.59,2024-06-17
00b7b277-5e02-4661-8266-86ba11254529,e68da6b7-ca06-489a-8dbe-b6a47e28487d,Electronics,170.79,2024-07-02
9335e9f7-82af-46a7-b83e-f0cb2e06072a,3c993fca-67e5-4099-819c-59b1378e50fa,Clothing,343.36,2024-03-17
90424db3-0302-49f0-9568-f39dbc529eff,28a48ebe-4331-4d44-a037-a2014c921d09,Home & Kitchen,170.86,2024-03-23
7d6cbee8-e806-4406-8fef-4d8668f95088,61fc66d5-0149-4777-aaee-a1758796798b,Home & Kitchen,488.45,2024-04-25
a776720f-ec87-470d-84f3-a1a217123034,0b6450bc-ae9f-4389-8637-63ceeabc238c,Clothing,77.05,2024-08-19
1eec8f4d-268d-41ab-ad9a-2b5b6944e2f8,2b571f32-c70c-4e01-9149-08803b955ede,Home & Kitchen,396.66,2024-08-12
44201f19-f559-4796-897b-29ada8a22d91,f40e2cb7-cd10-42c3-9737-597b8c26202b,Electronics,419.26,2024-03-05
2c973299-0cc5-4542-b4eb-5937388ec41a,b5ec6be8-23b8-4070-8da9-7d6d160f98e1,Home & Kitchen,323.55,2024-11-14
2fbae6ab-a9fe-4e58-8065-a3a67bdcb893,ff819383-5784-40b4-8713-8ee8282e6330,Electronics,245.06,2024-03-09
476df4d4-f968-414e-b64f-924b0ea29300,bc71dd08-1b9b-41ec-9ff4-998bf09d83c8,Sports,105.85,2024-12-06
95bc2159-c27c-4547-b024-03e27b1d52e1,7510a348-0fad-4af1-b3fa-5758c42d1ee6,Sports,76.39,2024-01-06
32f239e0-ec65-444f-bc65-81049403eafe,6c4325fb-3943-4c4c-b801-c0d885aadf3e,Home & Kitchen,225.97,2024-06-17
9ea0f462-fcac-4738-adc5-8d6b5c48ed8b,1f26d94d-54e2-46d6-a889-c32490871fa2,Electronics,333.18,2024-03-14
6c181cab-4a85-42f2-8c02-ce26b2b633cb,7510a348-0fad-4af1-b3fa-5758c42d1ee6,Home & Kitchen,91.48,2024-02-04
1b1d553c-1a02-40ee-8e33-70e9831d65f4,6c4325fb-3943-4c4c-b801-c0d885aadf3e,Clothing,270.12,2024-09-12
a82922c2-f052-4784-8f06-8df09ee43740,5e767cfb-0af9-4316-875e-aa9375dc2b26,Electronics,424.43,2024-11-03
96533565-38db-475f-8c11-5e738fb583d2,d95cd17e-35da-479e-bb5c-94669240a006,Clothing,7.22,2024-07-05
818745f1-a092-47fa-afc9-d6cc1539a3e9,8819fe35-a3d9-4524-b456-346cfa8cecc5,Books,358.12,2024-04-01
365f25db-7e4f-4932-9d67-77b8d02933cf,8efb4957-f3d2-4ebd-9179-d2a588d90812,Home & Kitchen,39.37,2024-12-26
e45ffcca-3948-4cbd-8723-d63b47cc194b,2b571f32-c70c-4e01-9149-08803b955ede,Clothing,434.73,2024-09-09
42db71f2-5a37-4b21-b73f-e759bff27123,5640b73f-58af-4a21-bb13-d3f3ab2c1e04,Books,353.85,2024-08-26
fbd0c4ce-e12a-4655-92ab-f9bafe59c8bf,f93f940c-f67b-4341-ae16-5cc02afd87a3,Electronics,353.55,2024-11-24
e2ff6047-266f-45a4-84f7-11a1c0c9def0,5f289c96-99a1-47b6-8d71-15c4af41f0e0,Books,137.94,2024-08-11
5adc3cb9-0c8b-44d1-86ff-be6abb3f9a5c,eeb29bad-de14-4d70-8a24-acf7bb263b86,Sports,261.75,2024-09-13
ac72af56-8adf-4c3c-9c49-63f3977c349f,f93f940c-f67b-4341-ae16-5cc02afd87a3,Books,259.84,2024-10-27
d394b58a-9d3e-440d-9e04-1e7e7e198fdb,e16a4b42-4895-43c2-a848-08cf7d7e3925,Books,355.39,2024-05-28
350766a7-9505-41a3-8947-82a56c021b47,1f26d94d-54e2-46d6-a889-c32490871fa2,Home & Kitchen,257.82,2024-07-15
6b08c0a5-0071-4ca0-ad3b-eb7b04518414,2b571f32-c70c-4e01-9149-08803b955ede,Books,195.96,2024-07-19
838e1a76-8b6b-4359-8fd3-8b44eab947e2,81dd7bc9-a1ac-430d-a8ca-61bd69bad1d6,Books,381.29,2024-01-15
3ab29e38-8c77-40ec-bcc2-86bffcac493f,7510a348-0fad-4af1-b3fa-5758c42d1ee6,Sports,389.34,2024-10-25
6ecc41ff-c386-4027-9a08-96c196497d50,27c4e1dd-1637-41f9-b069-dfe346e50bb9,Sports,485.4,2024-04-04
c84df079-81ed-40dc-ae01-82dbb042963d,3a0d940e-c49b-4ced-b86d-0f2a96b74925,Books,5.19,2024-12-03
89420d64-d380-4cf4-ab18-56e23058e883,2b571f32-c70c-4e01-9149-08803b955ede,Books,184.81,2024-11-30
9cf856f9-caae-4179-a4fd-3489b9a25ed8,daa492fe-8fbc-4193-8fae-e0abfb767007,Electronics,212.87,2024-05-06
fd569db4-77f4-4f04-8320-60b37bf918f2,1f26d94d-54e2-46d6-a889-c32490871fa2,Electronics,89.8,2024-12-14
2e297047-0f1a-4bdb-89af-02543485bc15,da2505bc-ae08-4f55-9661-da705ac96a3a,Electronics,435.58,2024-06-06
5b2c2a49-c11b-4d35-86c9-8fae54990dab,3720cbc1-7dfc-4fcb-be82-7ab262b7ea6c,Sports,401.36,2024-06-27
2684d84c-e226-4cb1-a5fa-91791f1f47a5,56e20e5e-965f-4789-97a3-20e8e60e6a7e,Clothing,281.75,2024-12-31
32284662-6956-4050-9d05-796008178f62,d30edf8c-c28a-4f5e-b035-45b5f39fd176,Clothing,95.47,2024-03-30
f88bfe64-8d9d-4a54-b26e-fe0d9f6eaf61,3720cbc1-7dfc-4fcb-be82-7ab262b7ea6c,Home & Kitchen,472.0,2024-10-09
95bc2159-c27c-4547-b024-03e27b1d52e1,a8ef23a0-e368-48d5-9135-703249494dbc,Books,453.47,2024-02-07
04f59d94-e1c6-4075-a1d0-ee226a9e3672,61fc66d5-0149-4777-aaee-a1758796798b,Clothing,419.42,2024-01-06
cfc4ae8f-a53e-4deb-86d6-8aa9b0369888,f40e2cb7-cd10-42c3-9737-597b8c26202b,Books,8.03,2024-04-07
86705468-b4c4-4399-9b68-ef47ec0da7fc,7510a348-0fad-4af1-b3fa-5758c42d1ee6,Sports,182.42,2024-10-16
f8fdd715-ea0a-42fc-ba1c-b18a6da599fa,5e767cfb-0af9-4316-875e-aa9375dc2b26,Electronics,156.26,2024-11-02
c10deaf0-5ede-41d3-bf2c-8a815502e1da,6c4325fb-3943-4c4c-b801-c0d885aadf3e,Books,225.12,2024-02-20
432e6e85-9a2e-42fa-a34e-df69630f8e68,f3a83d73-8a70-4a30-9865-81f02d9c7120,Sports,51.24,2024-07-15
d394b58a-9d3e-440d-9e04-1e7e7e198fdb,f3a83d73-8a70-4a30-9865-81f02d9c7120,Sports,169.67,2024-07-25
84742ea9-d77b-4eda-b114-6c9ab7ddc47e,1f26d94d-54e2-46d6-a889-c32490871fa2,Electronics,321.76,2024-07-30
5ec89555-4efb-4a66-bf8c-e1356f6ecc46,eeb29bad-de14-4d70-8a24-acf7bb263b86,Clothing,27.52,2024-01-14
883ad0b7-2bf6-42c4-ac93-1434d0554a20,3a0d940e-c49b-4ced-b86d-0f2a96b74925,Sports,20.88,2024-09-27
1dda8177-5477-409e-ae22-d03fc16b7884,29edb895-1906-41d0-9578-bee715cad467,Clothing,413.22,2024-10-31
04f59d94-e1c6-4075-a1d0-ee226a9e3672,5fab6f16-debf-47b9-b3ca-b61d6d167bdb,Sports,451.29,2024-08-30
24af9474-b8e8-4a0c-80bd-81acf601f901,6c4325fb-3943-4c4c-b801-c0d885aadf3e,Clothing,369.92,2024-01-02
ca10ec60-2db0-44a7-9ec1-3b04388cf92c,52a63dea-bb84-442d-88dd-35a05918dab0,Sports,133.37,2024-09-05
38aa079f-fb92-4045-b03a-6419c17fd49b,cd941d48-886b-4e0d-9ec5-c97add5cf6eb,Books,175.65,2024-12-22
80393a9d-334d-438b-8892-e0572eec1463,27c4e1dd-1637-41f9-b069-dfe346e50bb9,Clothing,363.14,2024-03-25
3c5ab116-14c5-4c0e-bc58-240af9420459,7510a348-0fad-4af1-b3fa-5758c42d1ee6,Books,461.79,2024-06-15
fbfe9178-c3ba-4a46-a2f4-11d6c9304fab,56e20e5e-965f-4789-97a3-20e8e60e6a7e,Books,403.42,2024-10-13
4fbdf0ee-3d73-498f-9de2-1e8101e57b3d,c454e0cb-1d17-4d9a-920f-ac1f0ebc124e,Electronics,436.39,2024-10-23
62b64189-402b-4f6d-8c8f-fadef523f42a,bbdbbd75-c7a9-4561-ab74-9057a87d1879,Clothing,244.3,2024-02-06
d7018b6c-234d-42f8-9273-fd59a234e57c,d95cd17e-35da-479e-bb5c-94669240a006,Sports,460.16,2024-10-21
eedbc17b-0b76-4650-98b2-bc60a4a54e4a,2f89966f-c029-4bf8-93a9-7ae18adafb9d,Books,284.72,2024-06-23
be85fda5-2ce5-4192-98ef-aea0b0b09b00,d30edf8c-c28a-4f5e-b035-45b5f39fd176,Home & Kitchen,291.37,2024-10-17
b5079b9c-7ddd-4f9a-badf-f15bf7342b2e,0fdeccf0-2bff-4024-9619-54d5086e5a0c,Home & Kitchen,287.82,2024-05-24
3a8078e4-dc0c-4f83-a630-bf5e2e493112,d30edf8c-c28a-4f5e-b035-45b5f39fd176,Home & Kitchen,423.32,2024-10-28
7d563b30-3981-49ce-a128-cd1f97ed4d79,bbdbbd75-c7a9-4561-ab74-9057a87d1879,Sports,349.05,2024-04-06
a9d2f7d4-2857-44a1-a16f-88399509e887,da2505bc-ae08-4f55-9661-da705ac96a3a,Sports,326.12,2024-10-02
50fd187e-f5fd-41c6-87cc-f3c40a35ab15,e16a4b42-4895-43c2-a848-08cf7d7e3925,Sports,411.4,2024-12-22
548f4fab-29df-493a-85d6-8278dd51e699,56e20e5e-965f-4789-97a3-20e8e60e6a7e,Sports,124.69,2024-08-17
95c4e1d5-e32f-4a70-89a6-a83f53f5d81c,5640b73f-58af-4a21-bb13-d3f3ab2c1e04,Books,112.0,2024-02-02
1a4b6b26-e1ab-4e42-b11c-0771572794e5,22ed857e-1ab3-4361-ac92-00cf4148f02c,Electronics,18.59,2024-04-02
3b418f92-315b-4190-bd57-e4f41b66d50f,e16a4b42-4895-43c2-a848-08cf7d7e3925,Sports,237.08,2024-08-07
d394b58a-9d3e-440d-9e04-1e7e7e198fdb,99be2a80-635b-4176-b926-78aee39fd1fe,Books,450.81,2024-03-19
52318171-9ab8-450a-b5b0-25e7b1c6ab0b,f40e2cb7-cd10-42c3-9737-597b8c26202b,Home & Kitchen,242.62,2024-08-09
86705468-b4c4-4399-9b68-ef47ec0da7fc,bbdbbd75-c7a9-4561-ab74-9057a87d1879,Books,422.67,2024-08-18
6930247d-5556-41e7-b257-222cfe50cb93,3a0d940e-c49b-4ced-b86d-0f2a96b74925,Books,364.06,2024-07-04
9fe971a9-07fa-47c2-8369-6fa6a4868844,81dd7bc9-a1ac-430d-a8ca-61bd69bad1d6,Home & Kitchen,371.6,2024-10-16
c32e8fad-44a9-4cc1-95fd-faf31815205f,da2505bc-ae08-4f55-9661-da705ac96a3a,Clothing,454.78,2024-11-01
3003e16f-dda6-455a-b13c-cc386699b197,05a63737-8150-4a1a-86b8-25cab932f3e0,Home & Kitchen,248.05,2024-10-16
a0c44e52-4d2f-43ea-8621-7ac58684e72b,f3a83d73-8a70-4a30-9865-81f02d9c7120,Sports,396.22,2024-07-19
2d9520ef-8436-4f05-a6d5-c67dbe5477e2,28a48ebe-4331-4d44-a037-a2014c921d09,Clothing,230.47,2024-07-21
772c2ce6-65dc-4ced-af01-7ff868197760,81dd7bc9-a1ac-430d-a8ca-61bd69bad1d6,Books,31.93,2024-06-06
215ea799-0f6e-478b-882a-c2c82e99441c,c454e0cb-1d17-4d9a-920f-ac1f0ebc124e,Home & Kitchen,389.64,2024-03-09
c84df079-81ed-40dc-ae01-82dbb042963d,cd941d48-886b-4e0d-9ec5-c97add5cf6eb,Clothing,246.4,2024-03-13
3cfc951d-9387-465b-8fcb-50b009392de5,0fdeccf0-2bff-4024-9619-54d5086e5a0c,Books,192.08,2024-02-16
2483aef7-bd81-4771-8d6f-486202e2f972,bbdbbd75-c7a9-4561-ab74-9057a87d1879,Books,427.32,2024-05-07
d97b1fc4-b887-452f-b2b2-a2d02a0e47e5,29edb895-1906-41d0-9578-bee715cad467,Clothing,489.55,2024-07-25
c4af2e85-075d-4fff-9774-2633ca3cd05d,d95cd17e-35da-479e-bb5c-94669240a006,Books,443.82,2024-12-20
6f80e7df-c17f-4b18-bf9f-fee110da4ea4,b5ec6be8-23b8-4070-8da9-7d6d160f98e1,Clothing,442.9,2024-05-12
c70331e0-281e-416a-b968-d9174e7fcbc1,cd941d48-886b-4e0d-9ec5-c97add5cf6eb,Books,416.0,2024-04-04
a4418801-5918-4ba5-af9d-645d2df0a8d6,2f89966f-c029-4bf8-93a9-7ae18adafb9d,Electronics,202.06,2024-01-20
c2dadd4b-0bfc-4a3d-aeb2-b94de359e932,6c4325fb-3943-4c4c-b801-c0d885aadf3e,Books,80.54,2024-11-26
f0532fc4-b16b-4be8-8628-27d354fc4303,f40e2cb7-cd10-42c3-9737-597b8c26202b,Sports,210.55,2024-03-21
0986971b-837c-4486-bee2-a95f16feb934,52a63dea-bb84-442d-88dd-35a05918dab0,Home & Kitchen,125.16,2024-09-04
d76aba3d-1581-4671-87f3-9204c39d6f3a,3a0d940e-c49b-4ced-b86d-0f2a96b74925,Clothing,207.46,2024-09-06
c70331e0-281e-416a-b968-d9174e7fcbc1,d95cd17e-35da-479e-bb5c-94669240a006,Electronics,419.5,2024-09-02
7386cfc1-17d2-44f9-9691-92e98016de89,c454e0cb-1d17-4d9a-920f-ac1f0ebc124e,Home & Kitchen,122.37,2024-12-27
ac7ab0a4-0242-4add-8395-0f0a99f32d3f,99be2a80-635b-4176-b926-78aee39fd1fe,Home & Kitchen,456.88,2024-11-20
2d858ae9-7219-4ec0-b0d5-2ffb1400cc79,eeb29bad-de14-4d70-8a24-acf7bb263b86,Clothing,419.96,2024-04-29
60b7c61e-8299-4f11-b3b4-c9cdd24725f1,a8ef23a0-e368-48d5-9135-703249494dbc,Books,265.16,2024-11-11
ef507c57-3d0a-413d-83ca-56f9d643eae9,61fc66d5-0149-4777-aaee-a1758796798b,Books,157.33,2024-06-27
2f9d0a9f-6255-493a-aaa1-1430a2e35d1b,0b6450bc-ae9f-4389-8637-63ceeabc238c,Clothing,440.8,2024-04-30
14be44a6-5785-4d10-8af4-b272cd924488,7510a348-0fad-4af1-b3fa-5758c42d1ee6,Clothing,298.32,2024-09-23
a62b9fde-ed08-4102-96ab-1c30949a88a5,f93f940c-f67b-4341-ae16-5cc02afd87a3,Sports,470.01,2024-08-29
cc7f671b-8bdd-4c7e-bd95-8fbd9d6c0fec,f93f940c-f67b-4341-ae16-5cc02afd87a3,Clothing,129.07,2024-04-09
c10deaf0-5ede-41d3-bf2c-8a815502e1da,5e767cfb-0af9-4316-875e-aa9375dc2b26,Sports,385.94,2024-04-10
d16269e4-9142-4855-aa26-0fe584dad820,f40e2cb7-cd10-42c3-9737-597b8c26202b,Sports,394.21,2024-04-21
6c071a01-98d4-4c71-a543-5f5be01e601f,3c993fca-67e5-4099-819c-59b1378e50fa,Home & Kitchen,420.57,2024-11-13
89420d64-d380-4cf4-ab18-56e23058e883,eeb29bad-de14-4d70-8a24-acf7bb263b86,Home & Kitchen,157.94,2024-11-23
6feb3182-98cd-44ea-9025-e5008a4258d3,3c993fca-67e5-4099-819c-59b1378e50fa,Clothing,30.4,2024-07-15
d76aba3d-1581-4671-87f3-9204c39d6f3a,1f26d94d-54e2-46d6-a889-c32490871fa2,Books,367.88,2024-12-05
d98d7893-c41c-4abd-aefb-a1dd462e3c10,1f26d94d-54e2-46d6-a889-c32490871fa2,Clothing,271.55,2024-05-06
